6.095000000000000000e+02,-4.418949890136718750e+01
6.095019999999999527e+02,-4.423839950561523438e+01
6.095039000000000442e+02,-4.418799972534179688e+01
6.095058999999999969e+02,-4.422650146484375000e+01
6.095077999999999747e+02,-4.421229934692382812e+01
6.095098000000000411e+02,-4.418370056152343750e+01
6.095117000000000189e+02,-4.423830032348632812e+01
6.095136999999999716e+02,-4.421950149536132812e+01
6.095155999999999494e+02,-4.420809936523437500e+01
6.095176000000000158e+02,-4.421780014038085938e+01
6.095194999999999936e+02,-4.423789978027343750e+01
6.095214999999999463e+02,-4.428630065917968750e+01
6.095234000000000378e+02,-4.424829864501953125e+01
6.095253999999999905e+02,-4.427959823608398438e+01
6.095272999999999683e+02,-4.424599838256835938e+01
6.095293000000000347e+02,-4.420880126953125000e+01
6.095312000000000126e+02,-4.417779922485351562e+01
6.095331999999999653e+02,-4.415850067138671875e+01
6.095352000000000317e+02,-4.414120101928710938e+01
6.095371000000000095e+02,-4.410670089721679688e+01
6.095390999999999622e+02,-4.427769851684570312e+01
6.095410000000000537e+02,-4.426359939575195312e+01
6.095430000000000064e+02,-4.421350097656250000e+01
6.095448999999999842e+02,-4.428570175170898438e+01
6.095469000000000506e+02,-4.431409835815429688e+01
6.095488000000000284e+02,-4.422069931030273438e+01
6.095507999999999811e+02,-4.430080032348632812e+01
6.095526999999999589e+02,-4.436420059204101562e+01
6.095547000000000253e+02,-4.427550125122070312e+01
6.095566000000000031e+02,-4.427050018310546875e+01
6.095585999999999558e+02,-4.419540023803710938e+01
6.095605000000000473e+02,-4.421749877929687500e+01
6.095625000000000000e+02,-4.422230148315429688e+01
6.095644999999999527e+02,-4.416049957275390625e+01
6.095664000000000442e+02,-4.419589996337890625e+01
6.095683999999999969e+02,-4.423860168457031250e+01
6.095702999999999747e+02,-4.416699981689453125e+01
6.095723000000000411e+02,-4.416130065917968750e+01
6.095742000000000189e+02,-4.414239883422851562e+01
6.095761999999999716e+02,-4.424670028686523438e+01
6.095780999999999494e+02,-4.422060012817382812e+01
6.095801000000000158e+02,-4.426819992065429688e+01
6.095819999999999936e+02,-4.424589920043945312e+01
6.095839999999999463e+02,-4.411589813232421875e+01
6.095859000000000378e+02,-4.419240188598632812e+01
6.095878999999999905e+02,-4.420949935913085938e+01
6.095897999999999683e+02,-4.423220062255859375e+01
6.095918000000000347e+02,-4.419689941406250000e+01
6.095937999999999874e+02,-4.412990188598632812e+01
6.095956999999999653e+02,-4.411560058593750000e+01
6.095977000000000317e+02,-4.416519927978515625e+01
6.095996000000000095e+02,-4.407429885864257812e+01
6.096015999999999622e+02,-4.411050033569335938e+01
6.096035000000000537e+02,-4.424140167236328125e+01
6.096055000000000064e+02,-4.424430084228515625e+01
6.096073999999999842e+02,-4.429140090942382812e+01
6.096094000000000506e+02,-4.428670120239257812e+01
6.096113000000000284e+02,-4.426720046997070312e+01
6.096132999999999811e+02,-4.417679977416992188e+01
6.096151999999999589e+02,-4.421979904174804688e+01
6.096172000000000253e+02,-4.426250076293945312e+01
6.096191000000000031e+02,-4.419979858398437500e+01
6.096210999999999558e+02,-4.426869964599609375e+01
6.096230000000000473e+02,-4.421960067749023438e+01
6.096250000000000000e+02,-4.421910095214843750e+01
6.096269999999999527e+02,-4.413980102539062500e+01
6.096289000000000442e+02,-4.418330001831054688e+01
6.096308999999999969e+02,-4.417430114746093750e+01
6.096327999999999747e+02,-4.418880081176757812e+01
6.096348000000000411e+02,-4.428189849853515625e+01
6.096367000000000189e+02,-4.428879928588867188e+01
6.096386999999999716e+02,-4.426689910888671875e+01
6.096405999999999494e+02,-4.429639816284179688e+01
6.096426000000000158e+02,-4.428710174560546875e+01
6.096444999999999936e+02,-4.432640075683593750e+01
6.096464999999999463e+02,-4.435369873046875000e+01
6.096484000000000378e+02,-4.430390167236328125e+01
6.096503999999999905e+02,-4.425709915161132812e+01
6.096522999999999683e+02,-4.429169845581054688e+01
6.096543000000000347e+02,-4.420199966430664062e+01
6.096562000000000126e+02,-4.426860046386718750e+01
6.096581999999999653e+02,-4.424779891967773438e+01
6.096602000000000317e+02,-4.418930053710937500e+01
6.096621000000000095e+02,-4.420399856567382812e+01
6.096640999999999622e+02,-4.417879867553710938e+01
6.096660000000000537e+02,-4.418090057373046875e+01
6.096680000000000064e+02,-4.427619934082031250e+01
6.096698999999999842e+02,-4.428350067138671875e+01
6.096719000000000506e+02,-4.426919937133789062e+01
6.096738000000000284e+02,-4.428369903564453125e+01
6.096757999999999811e+02,-4.426470184326171875e+01
6.096776999999999589e+02,-4.428939819335937500e+01
6.096797000000000253e+02,-4.419369888305664062e+01
6.096816000000000031e+02,-4.420140075683593750e+01
6.096835999999999558e+02,-4.425370025634765625e+01
6.096855000000000473e+02,-4.420130157470703125e+01
6.096875000000000000e+02,-4.419110107421875000e+01
6.096894999999999527e+02,-4.419869995117187500e+01
6.096914000000000442e+02,-4.416419982910156250e+01
6.096933999999999969e+02,-4.416170120239257812e+01
6.096952999999999747e+02,-4.418199920654296875e+01
6.096973000000000411e+02,-4.426810073852539062e+01
6.096992000000000189e+02,-4.429029846191406250e+01
6.097011999999999716e+02,-4.424089813232421875e+01
6.097030999999999494e+02,-4.420029830932617188e+01
6.097051000000000158e+02,-4.420859909057617188e+01
6.097069999999999936e+02,-4.429330062866210938e+01
6.097089999999999463e+02,-4.427619934082031250e+01
6.097109000000000378e+02,-4.419900131225585938e+01
6.097128999999999905e+02,-4.418289947509765625e+01
6.097147999999999683e+02,-4.420349884033203125e+01
6.097168000000000347e+02,-4.422100067138671875e+01
6.097187999999999874e+02,-4.422309875488281250e+01
6.097206999999999653e+02,-4.414440155029296875e+01
6.097227000000000317e+02,-4.415039825439453125e+01
6.097246000000000095e+02,-4.420230102539062500e+01
6.097265999999999622e+02,-4.422529983520507812e+01
6.097285000000000537e+02,-4.436159896850585938e+01
6.097305000000000064e+02,-4.428919982910156250e+01
6.097323999999999842e+02,-4.428860092163085938e+01
6.097344000000000506e+02,-4.423640060424804688e+01
6.097363000000000284e+02,-4.430020141601562500e+01
6.097382999999999811e+02,-4.431999969482421875e+01
6.097401999999999589e+02,-4.421739959716796875e+01
6.097422000000000253e+02,-4.421670150756835938e+01
6.097441000000000031e+02,-4.418460083007812500e+01
6.097460999999999558e+02,-4.420729827880859375e+01
6.097480000000000473e+02,-4.414899826049804688e+01
6.097500000000000000e+02,-4.418999862670898438e+01
6.097519999999999527e+02,-4.422650146484375000e+01
6.097539000000000442e+02,-4.422489929199218750e+01
6.097558999999999969e+02,-4.415679931640625000e+01
6.097577999999999747e+02,-4.412409973144531250e+01
6.097598000000000411e+02,-4.422880172729492188e+01
6.097617000000000189e+02,-4.428599929809570312e+01
6.097636999999999716e+02,-4.429439926147460938e+01
6.097655999999999494e+02,-4.413740158081054688e+01
6.097676000000000158e+02,-4.417319869995117188e+01
6.097694999999999936e+02,-4.426290130615234375e+01
6.097714999999999463e+02,-4.431539916992187500e+01
6.097734000000000378e+02,-4.430130004882812500e+01
6.097753999999999905e+02,-4.428490066528320312e+01
6.097772999999999683e+02,-4.424259948730468750e+01
6.097793000000000347e+02,-4.422169876098632812e+01
6.097812000000000126e+02,-4.412720108032226562e+01
6.097831999999999653e+02,-4.415750122070312500e+01
6.097852000000000317e+02,-4.416080093383789062e+01
6.097871000000000095e+02,-4.418659973144531250e+01
6.097890999999999622e+02,-4.419179916381835938e+01
6.097910000000000537e+02,-4.429619979858398438e+01
6.097930000000000064e+02,-4.426869964599609375e+01
6.097948999999999842e+02,-4.432860183715820312e+01
6.097969000000000506e+02,-4.429470062255859375e+01
6.097988000000000284e+02,-4.421709823608398438e+01
6.098007999999999811e+02,-4.421129989624023438e+01
6.098026999999999589e+02,-4.422679901123046875e+01
6.098047000000000253e+02,-4.424869918823242188e+01
6.098066000000000031e+02,-4.424549865722656250e+01
6.098085999999999558e+02,-4.428160095214843750e+01
6.098105000000000473e+02,-4.428540039062500000e+01
6.098125000000000000e+02,-4.421989822387695312e+01
6.098144999999999527e+02,-4.419390106201171875e+01
6.098164000000000442e+02,-4.416400146484375000e+01
6.098183999999999969e+02,-4.419850158691406250e+01
6.098202999999999747e+02,-4.421770095825195312e+01
6.098223000000000411e+02,-4.421369934082031250e+01
6.098242000000000189e+02,-4.420880126953125000e+01
6.098261999999999716e+02,-4.435089874267578125e+01
6.098280999999999494e+02,-4.432369995117187500e+01
6.098301000000000158e+02,-4.424470138549804688e+01
6.098319999999999936e+02,-4.429010009765625000e+01
6.098339999999999463e+02,-4.433259963989257812e+01
6.098359000000000378e+02,-4.429539871215820312e+01
6.098378999999999905e+02,-4.425170135498046875e+01
6.098397999999999683e+02,-4.430580139160156250e+01
6.098418000000000347e+02,-4.428260040283203125e+01
6.098437999999999874e+02,-4.421129989624023438e+01
6.098456999999999653e+02,-4.425040054321289062e+01
6.098477000000000317e+02,-4.425109863281250000e+01
6.098496000000000095e+02,-4.418980026245117188e+01
6.098515999999999622e+02,-4.422359848022460938e+01
6.098535000000000537e+02,-4.433750152587890625e+01
6.098555000000000064e+02,-4.427149963378906250e+01
6.098573999999999842e+02,-4.432960128784179688e+01
6.098594000000000506e+02,-4.427640151977539062e+01
6.098613000000000284e+02,-4.423680114746093750e+01
6.098632999999999811e+02,-4.428689956665039062e+01
6.098651999999999589e+02,-4.429840087890625000e+01
6.098672000000000253e+02,-4.426399993896484375e+01
6.098691000000000031e+02,-4.428079986572265625e+01
6.098710999999999558e+02,-4.429959869384765625e+01
6.098730000000000473e+02,-4.421099853515625000e+01
6.098750000000000000e+02,-4.415340042114257812e+01
6.098769999999999527e+02,-4.424319839477539062e+01
6.098789000000000442e+02,-4.422439956665039062e+01
6.098808999999999969e+02,-4.421950149536132812e+01
6.098827999999999747e+02,-4.416090011596679688e+01
6.098848000000000411e+02,-4.434870147705078125e+01
6.098867000000000189e+02,-4.424330139160156250e+01
6.098886999999999716e+02,-4.422959899902343750e+01
6.098905999999999494e+02,-4.429909896850585938e+01
6.098926000000000158e+02,-4.430849838256835938e+01
6.098944999999999936e+02,-4.438470077514648438e+01
6.098964999999999463e+02,-4.438990020751953125e+01
6.098984000000000378e+02,-4.441910171508789062e+01
6.099003999999999905e+02,-4.429010009765625000e+01
6.099022999999999683e+02,-4.428079986572265625e+01
6.099043000000000347e+02,-4.430059814453125000e+01
6.099062000000000126e+02,-4.429389953613281250e+01
6.099081999999999653e+02,-4.428850173950195312e+01
6.099102000000000317e+02,-4.427560043334960938e+01
6.099121000000000095e+02,-4.430210113525390625e+01
6.099140999999999622e+02,-4.433119964599609375e+01
6.099160000000000537e+02,-4.419950103759765625e+01
6.099180000000000064e+02,-4.430390167236328125e+01
6.099198999999999842e+02,-4.428049850463867188e+01
6.099219000000000506e+02,-4.427830123901367188e+01
6.099238000000000284e+02,-4.428179931640625000e+01
6.099257999999999811e+02,-4.424200057983398438e+01
6.099276999999999589e+02,-4.421269989013671875e+01
6.099297000000000253e+02,-4.412689971923828125e+01
6.099316000000000031e+02,-4.418299865722656250e+01
6.099335999999999558e+02,-4.427460098266601562e+01
6.099355000000000473e+02,-4.427119827270507812e+01
6.099375000000000000e+02,-4.424079895019531250e+01
6.099394999999999527e+02,-4.417589950561523438e+01
6.099414000000000442e+02,-4.415110015869140625e+01
6.099433999999999969e+02,-4.418899917602539062e+01
6.099452999999999747e+02,-4.426979827880859375e+01
6.099473000000000411e+02,-4.426020050048828125e+01
6.099492000000000189e+02,-4.420809936523437500e+01
6.099511999999999716e+02,-4.424020004272460938e+01
6.099530999999999494e+02,-4.427159881591796875e+01
6.099551000000000158e+02,-4.422610092163085938e+01
6.099569999999999936e+02,-4.425770187377929688e+01
6.099589999999999463e+02,-4.425939941406250000e+01
6.099609000000000378e+02,-4.421060180664062500e+01
6.099628999999999905e+02,-4.421039962768554688e+01
6.099647999999999683e+02,-4.423880004882812500e+01
6.099668000000000347e+02,-4.425719833374023438e+01
6.099687999999999874e+02,-4.421910095214843750e+01
6.099706999999999653e+02,-4.427600097656250000e+01
6.099727000000000317e+02,-4.422280120849609375e+01
6.099746000000000095e+02,-4.429439926147460938e+01
6.099765999999999622e+02,-4.433280181884765625e+01
